Reporting org,Reporting org type,Provider org,Receiver org,Humanitarian?,Strict?,Transaction type,Transaction direction,Total money
#org+name+reporting,#org+reporting+type,#org+name+provider,#org+name+receiver,#indicator+bool+humanitarian,#indicator+bool+strict,#x_transaction_type,#x_transaction_direction,#value+total
European Commission - Neighbourhood and Enlargement Negotiations,15,,World Health Organization*Organisation Mondiale De La Sante,0,1,spending,outgoing,12530869
European Commission - Neighbourhood and Enlargement Negotiations,15,,World Vision Armenia Child Protection Foundation,0,1,spending,outgoing,122258
European Commission – Service for Foreign Policy Instruments,15,,(unspecified org),0,1,commitments,outgoing,60593931
European Commission – Service for Foreign Policy Instruments,15,,Academic Associates Peaceworks,0,1,spending,outgoing,284135
European Commission – Service for Foreign Policy Instruments,15,,Agence Francaise D'Expertise Technique Internationale,0,1,spending,outgoing,5027188
European Commission – Service for Foreign Policy Instruments,15,,Agriconsulting Europe Sa*Aesa,0,1,spending,outgoing,1254775
European Commission – Service for Foreign Policy Instruments,15,,Appel De Geneve / Geneva Call,0,1,spending,outgoing,720155
European Commission – Service for Foreign Policy Instruments,15,,Application Europeenne De Technologies Et De Services,0,1,spending,outgoing,1519672
European Commission – Service for Foreign Policy Instruments,15,,Association Forum Des Sciences Sociales Appliquees*Assf Applied Social Science Forum,0,1,spending,outgoing,308836
European Commission – Service for Foreign Policy Instruments,15,,Business And Strategies In Europe*,0,1,spending,outgoing,2684685
European Commission – Service for Foreign Policy Instruments,15,,Centre D'Etude De L'Energie Nucleaire*Studiecentrum Voor Kernenergie,0,1,spending,outgoing,184136
European Commission – Service for Foreign Policy Instruments,15,,Centre Henry Dunant Pour Le Dialogue Humanitaire,0,1,spending,outgoing,1586873
European Commission – Service for Foreign Policy Instruments,15,,Ceso Ci Internacional Sa,0,1,spending,outgoing,531735
